CUST_ID,REGISTRATION_ID,AGE,GENDER,MARITAL_STATUS,PROFESSION,EDUCATION,INCOME,MEMBERS_IN_HOUSEHOLD,PRODUCT_BROWSED_TOTAL,PRODUCT_BROWSED_AVERAGE,PRODUCT_PURCHASED_TOTAL,PRODUCT_PURCHASED_AVERAGE,ITEMS_PLACED_IN_CART_TOTAL,ITEMS_PLACED_IN_CART_AVERAGE,ONSITE_SEARCHES_TOTAL,ONSITE_SEARCHES_AVERAGE,PAGE_VIEWS_TOTAL,PAGE_VIEWS_AVERAGE,AMOUNT_BROWSED_TOTAL,AMOUNT_BROWSED_AVERAGE,AMOUNT_CARTED_TOTAL,AMOUNT_CARTED_AVERAGE,AMOUNT_PURCHASED_TOTAL,AMOUNT_PURCHASED_AVERAGE,AMOUNT_ABANDONED_TOTAL,AMOUNT_ABANDONED_AVERAGE,NUMBER_OF_ACTIVITIES_TOTAL,NUMBER_OF_ACTIVITIES_AVERAGE,NUMBER_OF_SESSIONS,COOKIE_ID,PCI_BUYER_CATEGORY,PCI_LTV,PCI_DEMOGRAPHIC_CLUSTER,PCI_ONLINE_BEHAVIOR_CLUSTER,PCI_BUYING_BEHAVIOR_CLUSTER,,,PCI_PRODUCT_PURCHASE_AFFINITY,PCI_PRODUCT_BROWSE_AFFINITY,PCI_NEXT_BEST_OFFER1,PCI_NEXT_BEST_OFFER2,PCI_NEXT_BEST_OFFER3,PCI_TOP_PRODUCT1,PCI_TOP_PRODUCT2,PCI_TOP_PRODUCT3
677,ADRIANBRINK@EMAIL1.COM,26,M,U,Pharmacist,College,62846,2,3,0.5,0,0,0,0,4,0.666667,32,5.333333,2022,337,0,0,0,0,0,0,68,11.333333,6,7.36E+22,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Women's Shoes,Beauty,4,9,10,3211,3213,6178
678,ADRIANHOUSE@EMAIL1.COM,27,F,S,Lawyer,Post College,31872,1,8,0.5,0,0,1,0.0625,6,0.375,70,4.375,3792,237,429,26.8125,0,0,429,26.8125,143,8.9375,16,7.36E+22,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,9,10,3211,3213,6178
679,ADRIANREADY@EMAIL1.COM,26,F,U,Engineer,Post College,56085,2,5,0.833333,0,0,4,0.666667,1,0.166667,31,5.166667,2005,334.166667,1706,284.333333,0,0,1706,284.333333,55,9.166667,6,7.36E+22,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,4,5,9,3199,3194,3188
680,ALAN.MILLER@EMAIL2.COM,27,F,U,Lawyer,Post College,51144,3,1,0.5,3,1.5,3,1.5,0,0,8,4,449,224.5,807,403.5,807,403.5,807,403.5,23,11.5,2,7.36E+22,Repeat Buyer,LOW VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Home goods,Athletic Shoes,4,5,9,6200,6204,6209
681,ALAN.MONK@EMAIL3.COM,28,F,U,Engineer,College,61714,2,3,1.5,2,1,4,2,0,0,19,9.5,597,298.5,1476,738,878,439,1476,738,38,19,2,7.36E+22,Repeat Buyer,MEDIUM VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,2,3,1,3211,3213,6178
682,ALAN.WILSON@EMAIL1.COM,44,M,M,Financial analyst,College,77305,5,1,0.333333,3,1,3,1,0,0,19,6.333333,449,149.666667,1597,532.333333,1597,532.333333,1597,532.333333,40,13.333333,3,4.41E+22,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Career,Women's Sportwear,7,9,10,3211,3213,6178
683,BILL.BIRD@EMAIL3.COM,42,M,S,Engineer,College,34688,1,3,0.5,0,0,0,0,3,0.5,23,3.833333,1697,282.833333,0,0,0,0,0,0,38,6.333333,6,4.41E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Shoes,Accessories,4,9,10,3199,3194,3188
684,BILL.KLOVES@EMAIL1.COM,39,F,M,Doctor,College,78929,3,4,1,0,0,0,0,0,0,27,6.75,1826,456.5,0,0,0,0,0,0,61,15.25,4,4.41E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Casual,Furniture,4,9,10,6200,6204,6209
685,BILLY.BAUER@EMAIL1.COM,39,F,M,Private Sector,High School,25844,3,3,1,0,0,0,0,1,0.333333,16,5.333333,1997,665.666667,0,0,0,0,0,0,36,12,3,4.41E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,4,5,9,3211,3213,6178
686,BILLY.BRINK@EMAIL1.COM,45,M,S,Engineer,College,47844,1,9,1.125,0,0,4,0.5,1,0.125,67,8.375,6621,827.625,3476,434.5,0,0,3476,434.5,151,18.875,8,4.41E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,5,9,3211,3213,6178
687,BILLY.HOUSE@EMAIL1.COM,29,F,S,Engineer,Post College,60973,1,5,1,0,0,0,0,1,0.2,20,4,2875,575,0,0,0,0,0,0,40,8,5,4.41E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,2,3,1,3199,3194,3188
688,BILLY.READY@EMAIL1.COM,25,F,S,Engineer,College,27186,1,12,0.75,0,0,0,0,6,0.375,66,4.125,7484,467.75,0,0,0,0,0,0,130,8.125,16,7.46E+22,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Home goods,Athletic Shoes,7,9,10,6200,6204,6209
689,BILLYCORTEZ@EMAIL1.COM,60,M,M,Professor,College,91501,2,8,1.142857,0,0,3,0.428571,4,0.571429,38,5.428571,4672,667.428571,2197,313.857143,0,0,2197,313.857143,80,11.428571,7,7.46E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,9,10,3211,3213,6178
690,BOB.HOUSE@EMAIL3.COM,60,M,M,Not employed,College,62523,2,8,2,0,0,2,0.5,0,0,37,9.25,2622,655.5,548,137,0,0,548,137,77,19.25,4,7.46E+22,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,4,9,10,3211,3213,6178
691,BOB.JACKSON@EMAIL1.COM,33,M,U,Private Sector,High School,30240,2,3,0.333333,0,0,1,0.111111,0,0,33,3.666667,1737,193,599,66.555556,0,0,599,66.555556,62,6.888889,9,7.46E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,5,9,3199,3194,3188
692,BOB.JACKSON@EMAIL2.COM,30,M,S,Financial analyst,College,45209,1,0,0,0,0,0,0,2,0.666667,19,6.333333,0,0,0,0,0,0,0,0,31,10.333333,3,7.46E+22,Visitor,LOW VALUE,HIGH INCOME SINGLE,REPEAT BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,4,5,9,6200,6204,6209
693,BOB.READY@EMAIL3.COM,32,F,S,Engineer,College,22327,1,1,0.166667,0,0,0,0,0,0,15,2.5,599,99.833333,0,0,0,0,0,0,24,4,6,7.46E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Beauty,2,3,1,3211,3213,6178
694,BRED.DENNER@EMAIL2.COM,53,F,M,Self Employed,Post College,71331,6,2,0.666667,0,0,0,0,0,0,9,3,548,182.666667,0,0,0,0,0,0,15,5,3,7.46E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,7,9,10,3211,3213,6178
695,BRED.MONK@EMAIL3.COM,30,M,M,Engineer,Post College,35293,4,4,0.666667,1,0.166667,1,0.166667,2,0.333333,28,4.666667,1536,256,239,39.833333,239,39.833333,239,39.833333,58,9.666667,6,7.46E+22,Buyer,LOW VALUE,MARRIED MEN,REPEAT BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,4,9,10,3199,3194,3188
696,CHARLIEMONK@EMAIL1.COM,30,F,S,Engineer,Post College,57814,1,5,1.666667,0,0,3,1,0,0,22,7.333333,3795,1265,2397,799,0,0,2397,799,49,16.333333,3,7.46E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,VISITOR,ONLINE HIGH VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,9,10,6200,6204,6209
697,CHARLIEMOSS@EMAIL1.COM,39,F,M,Engineer,Post College,87885,4,2,0.25,0,0,0,0,1,0.125,34,4.25,733,91.625,0,0,0,0,0,0,71,8.875,8,7.46E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,5,9,3211,3213,6178
698,CHARLIEPITT@EMAIL1.COM,50,M,M,Engineer,Post College,68376,6,5,0.555556,0,0,1,0.111111,3,0.333333,30,3.333333,2025,225,449,49.888889,0,0,449,49.888889,62,6.888889,9,6.19E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,4,5,9,3211,3213,6178
699,CHARLIETOWB@EMAIL1.COM,50,M,M,Accountant,College,81362,6,4,0.666667,0,0,0,0,1,0.166667,18,3,1756,292.666667,0,0,0,0,0,0,33,5.5,6,6.19E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Shoes,Accessories,2,3,1,3199,3194,3188
700,CHARLIEWEBB@EMAIL1.COM,57,F,M,Engineer,College,86073,3,19,1.1875,0,0,8,0.5,2,0.125,107,6.6875,9901,618.8125,4842,302.625,0,0,4842,302.625,228,14.25,16,6.19E+22,Product Viewer,HIGH VALUE,HIGH INCOME FAMILY,VISITOR,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Casual,Furniture,7,9,10,6200,6204,6209
701,CHRIS.BRINK@EMAIL2.COM,38,M,S,Professor,College,51016,1,11,0.916667,0,0,1,0.083333,9,0.75,75,6.25,7574,631.166667,639,53.25,0,0,639,53.25,159,13.25,12,6.19E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Beauty,4,9,10,3211,3213,6178
702,CHRIS.HOUSE@EMAIL1.COM,38,M,S,Professor,College,72190,1,18,1.285714,0,0,3,0.214286,4,0.285714,76,5.428571,9278,662.714286,1397,99.785714,0,0,1397,99.785714,150,10.714286,14,2.66E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,9,10,3211,3213,6178
703,CHRIS.HOUSE@EMAIL2.COM,33,M,M,Not employed,High School,32425,4,6,0.666667,0,0,0,0,1,0.111111,32,3.555556,5034,559.333333,0,0,0,0,0,0,73,8.111111,9,2.66E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,4,5,9,3199,3194,3188
704,CHRIS.READY@EMAIL1.COM,44,M,S,Doctor,Post College,57620,1,6,0.5,0,0,0,0,8,0.666667,46,3.833333,3499,291.583333,0,0,0,0,0,0,86,7.166667,12,2.66E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,5,9,6200,6204,6209
705,CHRIS.READY@EMAIL2.COM,26,M,S,Nursing,College,45523,1,5,0.833333,0,0,0,0,0,0,28,4.666667,2995,499.166667,0,0,0,0,0,0,67,11.166667,6,4.21E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,2,3,1,3211,3213,6178
706,CHRISCORTEZ@EMAIL1.COM,26,F,U,Financial analyst,College,52581,2,7,0.636364,0,0,1,0.090909,3,0.272727,52,4.727273,4453,404.818182,399,36.272727,0,0,399,36.272727,110,10,11,4.21E+22,Product Viewer,HIGH VALUE,MARRIED WOMEN,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Career,Women's Sportwear,7,9,10,3211,3213,6178
707,CRAIG.BAUER@EMAIL1.COM,42,F,S,Engineer,College,42724,1,2,0.666667,0,0,0,0,1,0.333333,19,6.333333,898,299.333333,0,0,0,0,0,0,33,11,3,4.21E+22,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,9,10,3199,3194,3188
708,CRAIG.BRINK@EMAIL1.COM,31,F,U,Private Sector,High School,38256,2,2,0.333333,0,0,0,0,5,0.833333,29,4.833333,1328,221.333333,0,0,0,0,0,0,58,9.666667,6,4.21E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Casual,Furniture,4,9,10,6200,6204,6209
709,CRAIG.BRINK@EMAIL2.COM,29,M,U,Lawyer,Post College,48807,3,5,0.5,0,0,0,0,1,0.1,39,3.9,2725,272.5,0,0,0,0,0,0,85,8.5,10,4.21E+22,Product Viewer,HIGH VALUE,MARRIED MEN,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,4,5,9,3211,3213,6178
710,CRAIG.HOUSE@EMAIL1.COM,29,F,S,Private Sector,High School,13193,1,7,0.875,0,0,1,0.125,1,0.125,47,5.875,4093,511.625,1299,162.375,0,0,1299,162.375,111,13.875,8,4.21E+22,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,5,9,3211,3213,6178
711,CRAIG.HOUSE@EMAIL2.COM,33,F,S,Nursing,College,48572,1,11,1.375,0,0,7,0.875,1,0.125,64,8,8689,1086.125,4813,601.625,0,0,4813,601.625,136,17,8,4.21E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,2,3,1,3199,3194,3188
712,CRAIGCORTEZ@EMAIL1.COM,44,M,S,Private Sector,High School,46257,1,2,0.5,0,0,0,0,1,0.25,16,4,698,174.5,0,0,0,0,0,0,35,8.75,4,5.14E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,7,9,10,6200,6204,6209
713,DANIEL.ALBA@EMAIL1.COM,29,M,U,Private Sector,High School,28089,2,3,0.5,0,0,0,0,2,0.333333,23,3.833333,1827,304.5,0,0,0,0,0,0,46,7.666667,6,5.14E+22,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,9,10,3211,3213,6178
714,DANIEL.ALBA@EMAIL2.COM,26,M,S,Self Employed,Post College,64948,1,1,0.5,5,2.5,5,2.5,0,0,15,7.5,899,449.5,2975,1487.5,2975,1487.5,2975,1487.5,32,16,2,5.14E+22,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,4,9,10,3211,3213,6178
715,DANIEL.BODZ@EMAIL1.COM,48,M,M,Accountant,College,38727,4,0,0,0,0,0,0,1,0.333333,9,3,0,0,0,0,0,0,0,0,12,4,3,5.14E+22,Visitor,HIGH VALUE,MARRIED MEN,REPEAT BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Shoes,Accessories,4,5,9,3199,3194,3188
716,DANIEL.PITT@EMAIL1.COM,48,M,M,Engineer,Post College,82342,4,2,1,3,1.5,3,1.5,0,0,16,8,1498,749,1427,713.5,1427,713.5,1427,713.5,36,18,2,5.14E+22,Repeat Buyer,HIGH VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,4,5,9,6200,6204,6209
717,DUSTIN.MOSS@EMAIL1.COM,48,F,M,Scientist,Post College,63765,6,0,0,2,0.666667,2,0.666667,1,0.333333,12,4,0,0,878,292.666667,878,292.666667,878,292.666667,23,7.666667,3,5.14E+22,Repeat Buyer,HIGH VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Beauty,2,3,1,3211,3213,6178
718,EMMA.DENNER@EMAIL2.COM,41,M,S,Not employed,Post College,53249,1,5,1,3,0.6,3,0.6,1,0.2,40,8,3604,720.8,1306,261.2,1306,261.2,1306,261.2,78,15.6,5,5.14E+22,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,7,9,10,3211,3213,6178
719,EMMA.LARTER@EMAIL1.COM,30,M,S,Engineer,Post College,38457,1,3,0.5,0,0,0,0,0,0,36,6,1697,282.833333,0,0,0,0,0,0,67,11.166667,6,8.58E+22,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,4,9,10,3199,3194,3188
720,EMMA.MILLER@EMAIL1.COM,31,M,M,Professor,Post College,48004,5,4,1.333333,3,1,6,2,0,0,33,11,2836,945.333333,3244,1081.333333,1047,349,3244,1081.333333,73,24.333333,3,8.58E+22,Repeat Buyer,HIGH VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,9,10,6200,6204,6209
721,ETOWB@EMAIL4.COM,26,F,U,Nursing,College,49717,2,23,0.741935,0,0,4,0.129032,6,0.193548,173,5.580645,9187,296.354839,1576,50.83871,0,0,1576,50.83871,358,11.548387,31,8.58E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,5,9,3211,3213,6178
722,GEORGE.BODZ@EMAIL1.COM,26,F,U,Self Employed,College,53801,2,6,1,1,0.166667,3,0.5,3,0.5,47,7.833333,2324,387.333333,1197,199.5,449,74.833333,1197,199.5,89,14.833333,6,8.58E+22,Buyer,HIGH VALUE,MARRIED WOMEN,REPEAT BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,4,5,9,3211,3213,6178
723,GEORGE.MONK@EMAIL1.COM,50,F,M,Scientist,College,77718,3,15,1,0,0,3,0.2,4,0.266667,75,5,10585,705.666667,2247,149.8,0,0,2247,149.8,166,11.066667,15,7.65E+21,Product Viewer,HIGH VALUE,HIGH INCOME FAMILY,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Shoes,Accessories,2,3,1,3199,3194,3188
724,GEORGE.MONK@EMAIL2.COM,28,M,U,Professor,College,45576,2,6,0.857143,0,0,0,0,0,0,30,4.285714,3059,437,0,0,0,0,0,0,63,9,7,3.92E+21,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Casual,Furniture,7,9,10,6200,6204,6209
725,GEORGE.MOSS@EMAIL2.COM,58,M,M,Financial analyst,College,80334,2,13,0.928571,3,0.214286,4,0.285714,2,0.142857,95,6.785714,6936,495.428571,1256,89.714286,807,57.642857,1256,89.714286,186,13.285714,14,9.93E+22,Repeat Buyer,LOW VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,4,9,10,3211,3213,6178
726,GEORGE.PITT@EMAIL1.COM,29,F,S,Scientist,College,50219,1,3,1.5,0,0,0,0,2,1,12,6,1997,998.5,0,0,0,0,0,0,23,11.5,2,9.93E+22,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,9,10,3211,3213,6178
727,GEORGE.TOWB@EMAIL1.COM,39,M,M,Professor,College,35483,4,7,3.5,3,1.5,4,2,0,0,34,17,1743,871.5,2416,1208,2167,1083.5,2416,1208,67,33.5,2,9.71E+22,Repeat Buyer,MEDIUM VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,4,5,9,3199,3194,3188
728,GEORGEBAUER@EMAIL1.COM,47,M,M,Accountant,College,78327,3,8,0.888889,0,0,0,0,3,0.333333,46,5.111111,4272,474.666667,0,0,0,0,0,0,93,10.333333,9,2.29E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,5,9,6200,6204,6209
729,GEORGEBRINK@EMAIL1.COM,27,F,S,Unemployed,High School,20849,1,1,0.5,0,0,0,0,0,0,3,1.5,299,149.5,0,0,0,0,0,0,6,3,2,2.29E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,2,3,1,3211,3213,6178
730,GEORGEREADY@EMAIL1.COM,28,M,S,Doctor,College,33412,1,0,0,2,1,2,1,2,1,8,4,0,0,1590,795,1590,795,1590,795,14,7,2,2.29E+22,Repeat Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,7,9,10,3211,3213,6178
731,GREG.BIRD@EMAIL3.COM,39,F,M,Nursing,College,32817,4,5,0.555556,0,0,0,0,4,0.444444,28,3.111111,1695,188.333333,0,0,0,0,0,0,59,6.555556,9,2.29E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,9,10,3199,3194,3188
732,GREG.BODZ@EMAIL3.COM,38,F,S,Financial analyst,Post College,52188,1,1,0.333333,3,1,3,1,0,0,10,3.333333,599,199.666667,1347,449,1347,449,1347,449,25,8.333333,3,2.29E+22,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Men's Casual,Furniture,4,9,10,6200,6204,6209
733,GREG.CORTEZ@EMAIL2.COM,25,F,U,Not employed,College,36126,2,2,0.666667,0,0,0,0,2,0.666667,18,6,520,173.333333,0,0,0,0,0,0,40,13.333333,3,2.29E+22,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,4,5,9,3211,3213,6178
734,GREG.DENNER@EMAIL2.COM,33,M,S,Self Employed,Post College,86202,1,3,0.75,4,1,4,1,0,0,39,9.75,1077,269.25,2886,721.5,2886,721.5,2886,721.5,83,20.75,4,2.29E+22,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,5,9,3211,3213,6178
735,GREG.LARTER@EMAIL1.COM,33,M,U,Not employed,High School,19691,2,3,0.6,0,0,0,0,0,0,13,2.6,2097,419.4,0,0,0,0,0,0,24,4.8,5,8.90E+22,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,2,3,1,3199,3194,3188
736,GREG.MONK@EMAIL3.COM,29,M,U,Engineer,Post College,54256,2,8,0.666667,3,0.25,3,0.25,4,0.333333,62,5.166667,5622,468.5,1427,118.916667,1427,118.916667,1427,118.916667,126,10.5,12,8.90E+22,Repeat Buyer,HIGH VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,7,9,10,6200,6204,6209
737,GREG.MOSS@EMAIL3.COM,45,F,M,Financial analyst,College,58392,2,8,0.727273,0,0,0,0,5,0.454545,53,4.818182,4582,416.545455,0,0,0,0,0,0,105,9.545455,11,8.90E+22,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,9,10,3211,3213,6178
738,GREG.PITT@EMAIL3.COM,34,M,M,Engineer,Post College,62767,4,4,0.666667,0,0,0,0,0,0,14,2.333333,2246,374.333333,0,0,0,0,0,0,26,4.333333,6,1.59E+22,Product Viewer,HIGH VALUE,MARRIED MEN,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Career,Women's Sportwear,4,9,10,3211,3213,6178
739,GREG.TOWB@EMAIL3.COM,32,M,U,Professor,College,27633,2,9,0.5,0,0,2,0.111111,2,0.111111,80,4.444444,6591,366.166667,1298,72.111111,0,0,1298,72.111111,174,9.666667,18,1.59E+22,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Shoes,Accessories,4,5,9,3199,3194,3188
740,GREGJACKSON@EMAIL1.COM,44,F,S,Doctor,Post College,66589,1,4,0.4,0,0,2,0.2,2,0.2,49,4.9,2976,297.6,1138,113.8,0,0,1138,113.8,91,9.1,10,1.59E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Casual,Furniture,4,5,9,6200,6204,6209
